"","i","j","fij"
"10755","Gent","Saintes",672649.32340444
"10756","Liège","Saintes",713445.981685602
"10757","Louvain-la-Neuve","Saintes",671734.081854937
"10758","Namur","Saintes",665399.136036023
"10759","Tournai","Saintes",617509.186101219
"10760","Rio de Janeiro","Saintes",11001099.3875253
"10761","Montréal","Saintes",5482479.02007372
"10762","Trois-Rivières","Saintes",6732546.70343774
"10763","A Coruña","Saintes",670323.716585761
"10764","Alcalá de Guadaíra","Saintes",1032565.51595197
"10765","Avilés","Saintes",484697.598189584
"10766","Barcelone","Saintes",535044.792244386
"10767","Bilbao","Saintes",330776.623617202
"10768","Dos Hermanas","Saintes",1041498.9828331
"10769","Elche","Saintes",832759.893958774
"10770","Granada","Saintes",9021246.74441851
"10771","Huesca","Saintes",400901.757237398
"10772","La Rioja","Saintes",406899.271150438
"10773","Lugo","Saintes",629530.969643991
"10774","Madrid","Saintes",642993.314307823
"10775","Málaga","Saintes",1055063.14670554
"10776","Murcia","Saintes",864318.77973471
"10777","Salamanca","Saintes",669727.024653636
"10778","Segovia","Saintes",603409.070799921
"10779","Sevilla","Saintes",1033039.87733993
"10780","Tarragona","Saintes",536351.001620115
"10781","Valladolid","Saintes",561907.168257512
"10782","València","Saintes",698307.252597259
"10783","Santiago de Compostela","Saintes",706558.137055672
"10784","Vitoria-Gasteiz","Saintes",360620.812533687
"10785","Xixón","Saintes",467685.784666533
"10786","Zaragoza","Saintes",455069.686145405
"10787","San Francisco","Saintes",9199070.97248099
"10788","Athènes","Saintes",2192395.83517268
"10789","Messine","Saintes",1581461.24265456
"10790","Torino","Saintes",654479.445677801
"10791","Panamá","Saintes",9048876.19516696
"10792","Amsterdam","Saintes",840699.135466369
"10793","Lisbonne","Saintes",1051403.36519432
"10794","Bucarest","Saintes",2098017.12026268
"10795","Glasgow","Saintes",6001164.38737634
"10796","Liverpool","Saintes",870115.441037719
"10797","Londres","Saintes",642283.454592152
"10798","Manchester","Saintes",869503.645689878
"10799","Neuchâtel","Saintes",597172.299982868
"10800","Fribourg","Saintes",658129.268277631
"10801","Bourg-en-Bresse","Bourges",237007.309499528
"10802","Château-Thierry","Bourges",230655.744699107
"10803","Laon","Bourges",290584.949024879
"10804","Montluçon","Bourges",83774.0902588424
"10805","Vichy","Bourges",131910.513919861
"10806","Digne-les-Bains","Bourges",446747.218956106
"10807","Manosque","Bourges",447115.015984934
"10808","Sisteron","Bourges",422884.994427595
"10809","Grasse","Bourges",519377.721951602
"10810","Nice","Bourges",534712.923464135
"10811","Aubenas","Bourges",313861.54526389
"10812","Ariège","Bourges",474565.769197872
"10813","Foix","Bourges",461279.670258859
"10814","La Bastide-de-Sérou","Bourges",458296.614769132
"10815","Pailhès","Bourges",410275.244441381
"10816","Troyes","Bourges",184580.24712366
"10817","Carcassonne","Bourges",429628.118199393
"10818","Castans","Bourges",408259.524153589
"10819","Narbonne","Bourges",435575.655988176
"10820","Lac de Jouarres","Bourges",5198977.14883924
"10821","Millau","Bourges",335163.65316487
"10822","Villefranche de Rouergue","Bourges",304365.563802498
"10823","Rodez","Bourges",303452.908606911
"10824","Saverne","Bourges",414123.849609677
"10825","Strasbourg","Bourges",433763.237977934
"10826","Aix-en-Provence","Bourges",461045.239256979
"10827","Arles","Bourges",416351.678684931
"10828","Aubagne","Bourges",488892.201704617
"10829","Istres","Bourges",445082.146630613
"10830","La Ciotat","Bourges",501628.132632645
"10831","Marseille","Bourges",480710.578516609
"10832","Martigues","Bourges",458244.436724752
"10833","Salon de Provence","Bourges",436581.323399388
"10834","Caen","Bourges",311399.78182515
"10835","Aurillac","Bourges",239021.751684835
"10836","Angoulême","Bourges",234427.321386818
"10837","Jonzac","Bourges",283737.461923804
"10838","La Rochelle","Bourges",290326.287556343
"10839","Marennes","Bourges",303339.278153858
"10840","Saintes","Bourges",276065.902554886
"10841","Bourges","Bourges",0
"10842","Tulle","Bourges",207067.4269859
"10843","Guéret","Bourges",109021.869836238
"10844","Dijon","Bourges",201823.328903786
"10845","Guingamp","Bourges",446559.560890062
"10846","Lannion","Bourges",474431.357967895
"10847","Saint-Brieuc","Bourges",417702.072299809
"10848","Niort","Bourges",234349.420027764
"10849","Bergerac","Bourges",288226.882649643
"10850","Nontron","Bourges",218040.619508373
"10851","Besançon","Bourges",275200.076839496
"10852","Montbéliard","Bourges",335786.975238568
"10853","Crest","Bourges",164605.410680692
"10854","Montélimar","Bourges",334373.488689961
"10855","Nyons","Bourges",369656.681235673
"10856","Valence","Bourges",306716.72627322
"10857","Evry","Bourges",172313.316148101
"10858","Pussay","Bourges",144259.712222976
"10859","Brest","Bourges",535974.714030468
"10860","Carhaix-Plouguer","Bourges",467107.757788331
"10861","Chateaulin","Bourges",502670.315591547
"10862","Concarneau","Bourges",484070.243012358
"10863","Morlaix","Bourges",495073.772074591
"10864","Quimper","Bourges",499405.118209165
"10865","Alès","Bourges",353544.480211225
"10866","Bagnols-sur-Cèze","Bourges",367711.383350341
"10867","Nîmes","Bourges",391437.215371861
"10868","Uzès","Bourges",375481.006270452
"10869","Auch","Bourges",406993.690823232
"10870","L'Isle Jourdain","Bourges",398558.904204857
"10871","Auros","Bourges",348628.308240908
"10872","Bazas","Bourges",357362.020393471
"10873","Bordeaux","Bourges",339190.986665437
"10874","Gans","Bourges",352317.593264625
"10875","Libourne","Bourges",315769.216681161
"10876","Langon","Bourges",347782.20659379
"10877","Sainte-Foy-la-Grande","Bourges",300701.895707552
"10878","Pointe-à-Pitre","Bourges",6944359.40310477
"10879","Guebwiller","Bourges",373778.984312783
"10880","Mulhouse","Bourges",379834.908959308
"10881","Cazères","Bourges",442601.716746927
"10882","Toulouse","Bourges",393266.93862469
"10883","Saint-Gaudens","Bourges",460523.278116526
"10884","Le Puy-en-Velay","Bourges",253490.862566953
"10885","Monistrol-sur-Loire","Bourges",241120.513461218
"10886","Tarbes","Bourges",464643.220539014
"10887","Annecy","Bourges",315094.819144479
"10888","Annemasse","Bourges",309446.191703746
"10889","Limoges","Bourges",163406.116407187
"10890","Briançon","Bourges",408158.569047257
"10891","Embrun","Bourges",423321.814403565
"10892","Gap","Bourges",400012.773003038
"10893","Veynes","Bourges",388148.348015967
"10894","Bagneux","Bourges",272211.380249227
"10895","Clamart","Bourges",191377.092891321
"10896","Malakoff","Bourges",193151.741597574
"10897","Brissac","Bourges",369952.797155939
"10898","Béziers","Bourges",420279.342290282
"10899","Ganges","Bourges",363968.406720335
"10900","Lodève","Bourges",378922.612461893
"10901","Montpellier","Bourges",402334.507041132
"10902","Saint Pons de Thomières","Bourges",399917.342783141
"10903","Lac de Jouarres","Bourges",5198977.14883924
"10904","Olonzac","Bourges",422471.065322438
"10905","Saint-Pons-de-Thomières","Bourges",399917.342783141
"10906","Sète","Bourges",421067.368721705
"10907","Fougères","Bourges",304775.322961792
"10908","Rennes","Bourges",327172.870187581
"10909","Saint-Aubin-du-Cormier","Bourges",313787.36824419
"10910","Saint-Malo","Bourges",373001.475621779
"10911","Châteauroux","Bourges",61645.6317536945
"10912","Chinon","Bourges",163932.669861456
"10913","Tours","Bourges",133857.666474363
"10914","Bourgoin-Jallieu","Bourges",276950.898625919
"10915","Grenoble","Bourges",331956.458193839
"10916","La Côte-Saint-André","Bourges",233676.826696409
"10917","Lons le Saunier","Bourges",244823.581529433
"10918","Lons-le-Saunier","Bourges",244823.581529433
"10919","Saint-Denis de la Réunion","Bourges",11321055.8973216
"10920","Saint-Leu","Bourges",11367304.4083805
"10921","Mont-de-Marsan","Bourges",420423.775903843
"10922","Montbrison","Bourges",207845.523599038
"10923","Roanne","Bourges",172944.562355976
"10924","Saint-Étienne","Bourges",237991.280964513
"10925","Blain","Bourges",317731.174731981
"10926","Châteaubriant","Bourges",293379.528675074
"10927","Nantes","Bourges",300369.792871737
"10928","Saint-Nazaire","Bourges",349969.467012867
"10929","Blois","Bourges",98200.3698828847
"10930","Montargis","Bourges",105144.117025769
"10931","Orléans","Bourges",5760570.8234712
"10932","Figeac","Bourges",275933.162858075
"10933","Cahors","Bourges",301624.948808986
"10934","Agen","Bourges",348542.078891097
"10935","Villeneuve-sur-Lot","Bourges",324960.225804917
"10936","Florac","Bourges",319971.691647897
"10937","Angers","Bourges",227273.263231512
"10938","Saint-Lô","Bourges",344381.992799936
"10939","Châlons-en-Champagne","Bourges",254746.425636646
"10940","Reims","Bourges",270711.407462893
"10941","Fort-de-France","Bourges",7072289.52820106
"10942","Craon","Bourges",266419.135220654
"10943","Laval","Bourges",262551.006401293
"10944","Nancy","Bourges",334783.602272677
"10945","Lorient","Bourges",440874.181021735
"10946","Questembert","Bourges",371728.464353384
"10947","Vannes","Bourges",394506.827488291
"10948","Metz","Bourges",361076.874222688
"10949","Nevers","Bourges",58584.3027415763
"10950","Lille","Bourges",397862.066737777
"10951","Valenciennes","Bourges",373917.560498061
"10952","Avrechy","Bourges",263180.275896417
"10953","Beauvais","Bourges",263371.038956674
"10954","Alençon","Bourges",228932.370749974
"10955","Paris (Belleville Ménilmontant)","Bourges",198697.069846966
"10956","Paris (Denfert-Rochereau)","Bourges",195014.931359906
"10957","Paris (Place des Fêtes)","Bourges",198100.314321777
"10958","Paris (Menilmontant-Sorbier)","Bourges",198697.069846966
"10959","Paris (République)","Bourges",5707585.89503255
"10960","Arras","Bourges",358085.523845446
"10961","Boulogne-sur-Mer","Bourges",409521.846525296
"10962","Béthune","Bourges",382913.282938288
"10963","Calais","Bourges",431979.797574412
"10964","Saint-Omer","Bourges",408477.68298052
"10965","Ambert","Bourges",198909.682100276
"10966","Clermont-Ferrand","Bourges",153929.057945301
"10967","Accous","Bourges",513502.486899376
"10968","Bayonne","Bourges",500888.429499809
"10969","Pau","Bourges",473211.044204233
"10970","Vallée d'Aspe","Bourges",4748949.64490718
"10971","Prades","Bourges",495768.636106688
"10972","Perpignan","Bourges",488675.003036056
"10973","Lyon","Bourges",237680.15860635
"10974","Le Mans","Bourges",194878.176664589
"10975","Chambéry","Bourges",318841.511060448
"10976","Chalon-sur-Saône","Bourges",189479.882211286
"10977","Mâcon","Bourges",204983.248416192
"10978","Fontainebleau","Bourges",148885.123039955
"10979","Marne la Vallée","Bourges",144268.079276536
"10980","Melun","Bourges",163333.09306431
"10981","Fécamp","Bourges",333142.1508077
"10982","Le Havre","Bourges",317514.809628727
"10983","Rouen","Bourges",279599.279409188
"10984","Aubervilliers","Bourges",203814.709419572
"10985","Clichy","Bourges",202595.457672595
"10986","Montreuil","Bourges",379098.633583419
"10987","Noisy-le-Sec","Bourges",201181.667479436
"10988","Pantin","Bourges",201797.682592119
"10989","Saint-Denis","Bourges",206187.056967604
"10990","Saint-Ouen","Bourges",203547.891710544
"10991","Abbeville","Bourges",338957.051363933
"10992","Amiens","Bourges",312886.711975551
"10993","Albi","Bourges",350721.901626873
"10994","Gaillac","Bourges",355241.874869147
"10995","Moissac","Bourges",345980.390535518
"10996","Saint-Antonin-Noble-Val","Bourges",329008.797022036
"10997","Belfort","Bourges",342537.968719785
"10998","Créteil","Bourges",189226.172459544
"10999","Ivry-sur-seine","Bourges",192428.910081706
"11000","Villejuif","Bourges",190279.383552977
"11001","Bonneuil-sur-Marne","Bourges",188258.738438135
"11002","Vitry-sur-Seine","Bourges",189689.099443498
"11003","Cergy","Bourges",220807.907220025
"11004","Draguignan","Bourges",506064.292716876
"11005","Toulon","Bourges",519661.847379731
"11006","Avignon","Bourges",395270.411397173
"11007","La Roche-sur-Yon","Bourges",294893.444690146
"11008","Les Sables d'Olonne","Bourges",325508.331430808
"11009","Poitiers","Bourges",166468.762070835
"11010","Plombières-les-Bains","Bourges",320682.222650169
"11011","Épinal","Bourges",327627.495528565
"11012","Auxerre","Bourges",119541.995619818
"11013","Sens","Bourges",140750.736217281
"11014","Tonnerre","Bourges",146603.915873232
"11015","Élancourt","Bourges",190503.841538796
"11016","La Verrière","Bourges",245653.764669771
"11017","Mantes la Jolie","Bourges",218158.869650178
"11018","Rambouillet","Bourges",179261.50823298
"11019","Saint-Quentin-en-Yvelines","Bourges",169378.784796825
"11020","Leipzig","Bourges",867206.325327252
"11021","München","Bourges",698931.234469582
"11022","Berlin","Bourges",995227.419939132
"11023","Bruxelles","Bourges",442578.777673141
"11024","Charleroi","Bourges",399773.795312345
"11025","Gent","Bourges",452469.057517751
"11026","Liège","Bourges",459700.59351672
"11027","Louvain-la-Neuve","Bourges",430741.519875353
"11028","Namur","Bourges",417868.372127895
"11029","Tournai","Bourges",398685.986651489
"11030","Rio de Janeiro","Bourges",11274008.6792112
"11031","Montréal","Bourges",5626061.33950005
"11032","Trois-Rivières","Bourges",6978622.60602879
"11033","A Coruña","Bourges",941065.84343941
"11034","Alcalá de Guadaíra","Bourges",1280151.76542163
"11035","Avilés","Bourges",759941.657014251
"11036","Barcelone","Bourges",633537.4147621
"11037","Bilbao","Bourges",595930.854387387
"11038","Dos Hermanas","Bourges",1289476.14801132
"11039","Elche","Bourges",1013610.91118093
"11040","Granada","Bourges",9226707.15567104
"11041","Huesca","Bourges",592522.061571563
"11042","La Rioja","Bourges",653498.752452733
"11043","Lugo","Bourges",903999.650137107
"11044","Madrid","Bourges",888697.872576688
"11045","Málaga","Bourges",1285451.25710209
"11046","Murcia","Bourges",1052562.59761529
"11047","Salamanca","Bourges",937272.614771501
"11048","Segovia","Bourges",858516.653261111
"11049","Sevilla","Bourges",1282180.16954557
"11050","Tarragona","Bourges",669135.015796823
"11051","Valladolid","Bourges",828016.070878717
"11052","València","Bourges",876009.159223253
"11053","Santiago de Compostela","Bourges",979702.109243123
"11054","Vitoria-Gasteiz","Bourges",617148.322656381
"11055","Xixón","Bourges",743316.275220327
"11056","Zaragoza","Bourges",657333.081346978
"11057","San Francisco","Bourges",9279463.84561672
"11058","Athènes","Bourges",2017186.40479941
"11059","Messine","Bourges",1461859.81561126
"11060","Torino","Bourges",465467.737701186
"11061","Panamá","Bourges",9269204.6466354
"11062","Amsterdam","Bourges",615971.842903853
"11063","Lisbonne","Bourges",1323258.22243257
"11064","Bucarest","Bourges",1858481.406491
"11065","Glasgow","Bourges",6141171.31647779
"11066","Liverpool","Bourges",802280.464892038
"11067","Londres","Bourges",525690.794782494
"11068","Manchester","Bourges",785950.065660356
"11069","Neuchâtel","Bourges",344121.658209923
"11070","Fribourg","Bourges",382069.680405293
"11071","Bourg-en-Bresse","Tulle",288055.096914834
"11072","Château-Thierry","Tulle",437341.571406863
"11073","Laon","Tulle",497364.926638856
"11074","Montluçon","Tulle",135614.571141035
"11075","Vichy","Tulle",159745.250567607
"11076","Digne-les-Bains","Tulle",377089.258107994
"11077","Manosque","Tulle",356219.388793957
"11078","Sisteron","Tulle",351185.299458729
"11079","Grasse","Tulle",447124.921261998
"11080","Nice","Tulle",470458.43888559
"11081","Aubenas","Tulle",218761.505611895
"11082","Ariège","Tulle",269446.202400565
"11083","Foix","Tulle",256084.026744566
"11084","La Bastide-de-Sérou","Tulle",252068.821843197
"11085","Pailhès","Tulle",233484.659175176
"11086","Troyes","Tulle",379594.354228855
"11087","Carcassonne","Tulle",232919.225382337
"11088","Castans","Tulle",214594.198553799
